Project Name,Project Amount,Project Platform,Interest Rate,Project Status,Project Siren,Project Duration,Project Due Date,Project Type,Project Periodicity,Note Plateforme,Project Comment
Opti-Mall,125000.0,lendix,3.75,Clos,510595945,24,29/12/2017,amortizing,monthly,B+,defaulted
SARL HOTEL DIANA 2,55000.0,credit.fr,6.7,Clos,499824555,36,26/12/2017,amortizing,monthly,B,defaulted
YANN CASTEL COURTAGE,100000.0,pretup,8.5,Clos,493148373,24,29/12/2017,amortizing,monthly,C,defaulted
VERT PROVENCE,50000.0,pretup,8.5,Clos,414108407,18,12/12/2017,amortizing,monthly,C,defaulted
Développement de l'offre sport-santé,50000.0,lesentrepreteurs,8.0,Clos,499874436,36,16/01/2018,amortizing,monthly,D,defaulted
Formation professionnelle,25000.0,prexem,8.9,autre,754041911,24,06/12/2017,amortizing,monthly,C,defaulted
Holding Courage,740000.0,lendix,6.5,Clos,528881402,84,04/12/2017,amortizing,monthly,B,defaulted
Retail Paris IDF Est,318000.0,lendix,5.5,Clos,809607591,60,04/12/2017,amortizing,monthly,B,defaulted
SAS MMF-SERVICES,87500.0,credit.fr,6.2,Clos,448071456,24,07/12/2017,amortizing,monthly,B,defaulted
Bizou France,25000.0,lendopolis,8.5,Clos,824271704,60,28/11/2017,amortizing,monthly,B,defaulted
Isotherman,312000.0,lendix,5.0,Clos,527949580,36,27/11/2017,amortizing,monthly,B,defaulted
HOOME FINANCEMENT,40000.0,credit.fr,7.7,Clos,814813754,60,27/11/2017,amortizing,monthly,B,defaulted
Anticafé - 2,100000.0,bolden,7.0,Clos,804263945,36,30/11/2017,amortizing,monthly,B,defaulted
Lorenzo Groupcar,155000.0,lendix,6.75,Clos,B84155480,60,22/11/2017,amortizing,monthly,B,defaulted
PIKOCK,80000.0,pretup,8.75,Clos,751783945,18,14/12/2017,amortizing,monthly,D,defaulted
ATELIERS GILBERT GARCIA,200000.0,credit.fr,7.2,Clos,722004652,48,01/12/2017,amortizing,monthly,B,defaulted
SOCIETE NOUVELLE PROTOTYPES MASTERS REPRODUCTION PAR ABREVIATIONOCIETE NOUVELLE P M R,100000.0,credit.fr,7.2,Clos,413837030,48,24/11/2017,amortizing,monthly,B,defaulted
Développement commercial Xpert Pare Brise,40000.0,lesentrepreteurs,7.5,Clos,330695891,36,16/12/2017,amortizing,monthly,B,defaulted
HEIM SYLVIE,20000.0,credit.fr,6.7,Clos,493087738,36,10/11/2017,amortizing,monthly,B,defaulted
sunwaterlife,100000.0,solylend,7.0,Clos,805345311,36,13/12/2017,amortizing,monthly,,defaulted
Import et distribution,30000.0,prexem,6.9,autre,522135375,12,26/10/2017,amortizing,monthly,B,defaulted
PSS Méribel #2,42000.0,lendix,6.0,Clos,509190120,48,27/10/2017,amortizing,monthly,B,defaulted
PG Master,200000.0,lendix,7.0,Clos,09539990011,48,27/10/2017,amortizing,monthly,B,defaulted
Challenge Securite Gardiennage - 2,100000.0,bolden,8.8,Clos,499360444,36,10/11/2017,amortizing,monthly,D,defaulted
RetailIDF Ouest #3,154000.0,lendix,7.25,Clos,809615529,72,24/10/2017,amortizing,monthly,B,defaulted
Fleurs Cardinal,380000.0,lendix,7.5,Clos,832294615,84,23/10/2017,amortizing,monthly,B,defaulted
Sud Batiment Renovation,100000.0,bolden,8.0,Clos,519548390,24,30/10/2017,amortizing,monthly,C,defaulted
SFRI,400000.0,credit.fr,7.2,Clos,453866824,48,24/10/2017,amortizing,monthly,B,defaulted
Rabourdin,130000.0,lendix,9.0,Clos,805000981,60,19/10/2017,amortizing,monthly,C,defaulted
Ameublys,105000.0,lendix,8.0,Clos,751608225,42,16/10/2017,amortizing,monthly,C,defaulted
Bizou France,28000.0,lendopolis,8.5,Clos,824271704,60,14/10/2017,amortizing,monthly,B,defaulted
BOULANGERIE YOUSSEF,190000.0,credit.fr,7.2,Clos,509525770,48,27/10/2017,amortizing,monthly,B,defaulted
HAVRAISE DE NETTOYAGE ET DE PEINTURE,200000.0,credit.fr,7.2,Clos,329046361,48,26/10/2017,amortizing,monthly,B,defaulted
Restauration - Aix-en-Provence,50000.0,unilend,8.5,Clos,831048582,60,06/10/2017,amortizing,monthly,3,defaulted
CE Aero,60000.0,lendopolis,8.5,Clos,831527569,60,01/10/2017,amortizing,monthly,B,defaulted
SARL BNY FORM 2,100000.0,credit.fr,7.2,Clos,521957050,48,02/10/2017,amortizing,monthly,B,defaulted
Aldera Monte,200000.0,lendix,8.5,Clos,00252680046,36,26/09/2017,amortizing,monthly,C,defaulted
Diffox #3,50000.0,lendix,8.25,Clos,424499580,48,25/09/2017,amortizing,monthly,C,defaulted
J & H,497000.0,lendix,8.75,Clos,830145942,84,25/09/2017,amortizing,monthly,C,defaulted
Jasmin,400000.0,enerfip,5.0,Clos,523638435,18,12/10/2017,bullet,annual,,defaulted
Herghea Irina,30000.0,bolden,5.7,Clos,534121389,18,20/09/2017,amortizing,monthly,A,defaulted
Matecir - 3,45000.0,bolden,6.8,Clos,751038571,36,14/09/2017,amortizing,monthly,B,defaulted
SETIC,515000.0,credit.fr,5.6,Clos,342635570,36,25/09/2017,amortizing,monthly,B+,defaulted
AMV Création,32000.0,lendix,8.0,Clos,529197923,36,08/09/2017,amortizing,monthly,C,defaulted
Investissements pour le tramway de Nice,40000.0,lesentrepreteurs,8.0,Clos,814167532,36,18/10/2017,amortizing,monthly,C,defaulted
SAS Financière Invest,50000.0,lendopolis,8.5,Clos,831462759,60,02/09/2017,amortizing,monthly,B,defaulted
Bizou France,55000.0,lendopolis,8.5,Clos,824271704,60,26/08/2017,amortizing,monthly,B,defaulted
PROD FINANCE,30000.0,credit.fr,7.5,Clos,789997608,36,23/08/2017,amortizing,monthly,Dynamique,defaulted
Le Bistro de Thibaud,398000.0,lendix,9.0,Clos,831174115,84,17/08/2017,delayed,monthly,C,defaulted
La Financière de Lucien,60000.0,lendopolis,9.5,Clos,792570574,60,13/08/2017,amortizing,monthly,C,defaulted
BRANDESIGNER,50000.0,lendix,8.0,Clos,04076440231,24,07/08/2017,amortizing,monthly,C,defaulted
4P,50000.0,lendix,8.75,Clos,02244910978,36,07/08/2017,amortizing,monthly,C,defaulted
PH CARRE,140000.0,lendopolis,8.5,Clos,830562278,60,22/09/2017,amortizing,monthly,B,defaulted
CINAL,20000.0,lendopolis,8.5,Clos,830919593,60,21/07/2017,amortizing,monthly,B,defaulted
ALARME CHEZ VOUS,60000.0,credit.fr,6.6,Clos,433761012,60,31/07/2017,amortizing,monthly,B+,defaulted
D'HOME MENUISERIE,35000.0,lendix,7.25,Clos,449063296,36,20/07/2017,amortizing,monthly,C,defaulted
France Eco Solaire,110000.0,bolden,7.3,Clos,751313586,24,10/08/2017,amortizing,monthly,C,defaulted
AXIAL ECO ENERGY,30000.0,credit.fr,8.1,Clos,523348589,48,17/07/2017,amortizing,monthly,Dynamique,defaulted
SOCAPTEX,30000.0,pretup,8.5,Clos,788744977,24,11/07/2017,amortizing,monthly,C,defaulted
Eau Vive - Marseille,85000.0,bolden,7.4,Clos,493993299,36,31/07/2017,amortizing,monthly,C,defaulted
Orchid Creation 4,104000.0,lendix,5.5,Clos,539482356,36,07/07/2017,amortizing,monthly,B,defaulted
B Square,415000.0,lendix,6.5,Clos,802354811,60,04/07/2017,amortizing,monthly,B,defaulted
"Service, conseil et assurances - Toulouse",70000.0,unilend,8.0,Clos,521087924,36,05/07/2017,amortizing,monthly,3,defaulted
Anticafé,23000.0,bolden,6.2,Clos,804263945,36,11/07/2017,amortizing,monthly,B,defaulted
GreenLoc 3,200000.0,enerfip,6.0,Clos,793282591,24,12/07/2017,bullet,monthly,,defaulted
Structur,55000.0,bolden,7.7,Clos,528009905,24,30/06/2017,amortizing,monthly,C,defaulted
Flower Fantasy di Piscino,90000.0,lendix,7.0,Clos,06537580638,36,29/06/2017,amortizing,monthly,B,defaulted
DS HOTESSES,20000.0,credit.fr,7.5,Clos,521538124,36,28/06/2017,amortizing,monthly,Dynamique,defaulted
Leam Communication,20000.0,bolden,8.0,Clos,790758700,24,21/06/2017,amortizing,monthly,C,defaulted
Restauration - Dury,125000.0,unilend,8.5,Clos,829559319,60,26/06/2017,amortizing,monthly,3,defaulted
Acquisition de véhicules écologiques,50000.0,lesentrepreteurs,7.5,Clos,792876609,36,19/07/2017,amortizing,monthly,B,defaulted
Technofirst,1556000.0,lendix,6.5,Clos,379099443,60,18/06/2017,amortizing,monthly,B,defaulted
NUMBER STEAK HOUSE N7,100000.0,credit.fr,8.1,Clos,828997478,48,09/06/2017,amortizing,monthly,Dynamique,defaulted
Bontet Père & Fils,218000.0,lendix,7.5,Clos,828606145,84,30/05/2017,amortizing,monthly,B,defaulted
Giammatteo Réseaux,1297000.0,lendix,6.5,Clos,340019397,60,31/05/2017,amortizing,monthly,B,defaulted
Développement des services liés au logement durable,80000.0,lesentrepreteurs,8.5,Clos,532138203,48,30/06/2017,amortizing,monthly,C,defaulted
Spill,73000.0,lendix,8.5,Clos,433879103,48,19/05/2017,amortizing,monthly,C,defaulted
AAXEBTP,123600.0,credit.fr,8.1,Clos,512775925,48,29/05/2017,amortizing,monthly,Dynamique,defaulted
La Fournée du Sidobre,462000.0,lendix,7.5,Clos,829297902,84,30/05/2017,amortizing,monthly,B,defaulted
LA DOUCE,147700.0,credit.fr,8.1,Clos,490994050,48,26/05/2017,amortizing,monthly,Dynamique,defaulted
FROID APPLIQUE GENIE CLIMATIQUE FAGC,16000.0,pretup,8.5,Clos,490247202,18,05/05/2017,amortizing,monthly,C,defaulted
KINGSTON NANTES,120000.0,lendopolis,8.5,Clos,792676272,60,30/05/2017,amortizing,monthly,B,defaulted
CHACAPART,35000.0,credit.fr,8.1,Clos,437669179,48,30/04/2017,amortizing,monthly,Dynamique,defaulted
Matecir - 2,85000.0,bolden,6.8,Clos,751038571,36,24/05/2017,amortizing,monthly,B,defaulted
SMOW,150000.0,lendopolis,6.5,Clos,417971736,36,22/05/2017,amortizing,monthly,A,defaulted
IMPULS SPAIN,150000.0,lendix,8.25,Clos,B65139222,48,30/04/2017,amortizing,monthly,C,defaulted
Le Fournil des délices ,50000.0,credit.fr,8.7,Clos,823141312,60,28/04/2017,amortizing,monthly,Dynamique,defaulted
EVDF 2,200000.0,enerfip,5.0,Clos,523638435,48,25/05/2017,amortizing,monthly,,defaulted
Sud Ouest PVC Fermetures,255000.0,lendix,8.0,Clos,828815886,84,24/04/2017,amortizing,monthly,C,defaulted
100 POURCENTCOTON,47000.0,credit.fr,7.5,Clos,532586948,36,13/04/2017,amortizing,monthly,Dynamique,defaulted
SOCIETE DE CONSTRUCTION D'APPLICATIONS NOUVELLES,100000.0,credit.fr,8.7,Clos,400595385,60,14/04/2017,amortizing,monthly,Dynamique,defaulted
Valle de los Valfríos,150000.0,lendix,8.0,Clos,B06673610,36,20/04/2017,amortizing,monthly,C,defaulted
L.G.D.C,52000.0,lendix,8.0,Clos,528684673,36,07/04/2017,amortizing,monthly,C,defaulted
Atelier d'Or,675000.0,lendix,7.5,Clos,824532899,84,10/04/2017,amortizing,monthly,B,defaulted
Acquisition de matériels de production,50000.0,lesentrepreteurs,8.0,Clos,484169792,36,17/05/2017,amortizing,monthly,D,defaulted
PSS Méribel ,90000.0,lendix,6.0,Clos,509190120,48,30/03/2017,amortizing,monthly,B,defaulted
Huré Créateur de Plaisir,310000.0,lendix,8.8,Clos,509636775,60,21/03/2017,delayed,monthly,C,defaulted
BUREAU DE SOCIOLOGIE APPLIQUEE,22000.0,pretup,8.5,Clos,509879979,24,15/03/2017,amortizing,monthly,C,defaulted
CANAILLES DREAM,45000.0,pretup,8.5,Clos,797773108,36,23/03/2017,amortizing,monthly,D,defaulted
La vie en couleurs,40000.0,prexem,7.2,autre,523221380,36,16/03/2017,amortizing,monthly,B+,defaulted
Hôtel Le Villon 2,150000.0,lendix,5.95,Clos,819976580,60,28/02/2017,amortizing,monthly,B,defaulted
SARL Bijouterie Legeron,30000.0,pretup,8.5,Clos,484939251,48,24/02/2017,amortizing,monthly,C,defaulted
Dany F et L,25000.0,bolden,9.0,Clos,750041501,24,24/02/2017,amortizing,monthly,D,defaulted
Restauration - Pau,50000.0,unilend,8.5,Clos,827554460,60,23/02/2017,amortizing,monthly,3,defaulted
LA DOUCE,200000.0,credit.fr,8.1,Clos,490994050,48,02/03/2017,amortizing,monthly,Dynamique,defaulted
Salazones Cairos,210000.0,lendix,9.5,Clos,B38527131,60,28/02/2017,amortizing,monthly,C,defaulted
SMOW,150000.0,lendopolis,6.5,Clos,417971736,36,22/02/2017,amortizing,monthly,A,defaulted
EURL BY LAU - ESTHETIC CENTER,40000.0,lendopolis,9.7,Clos,824919385,60,06/02/2017,amortizing,monthly,B,defaulted
SAS MAISON BEAUCE,35000.0,lendopolis,8.75,Clos,825109671,60,03/02/2017,amortizing,monthly,B,defaulted
PISCINE ET SPAS 04,32003.0,pretup,8.5,Clos,500604350,36,04/02/2017,amortizing,monthly,C,defaulted
JD NUMBER,150000.0,credit.fr,8.1,Clos,791003270,48,22/02/2017,amortizing,monthly,Dynamique,defaulted
SAYAH SAMER ,50000.0,pretup,8.5,Clos,795063098,24,02/02/2017,amortizing,monthly,C,defaulted
Industrie / mécanique - Auterive,100000.0,unilend,6.5,Clos,435231410,36,02/02/2017,amortizing,monthly,3.5,defaulted
ATIV',50000.0,pretup,8.5,Clos,522674159,24,28/01/2017,amortizing,monthly,C,defaulted
LUCIEN ET LA COCOTTE COMPANY,80000.0,lendopolis,8.8,Clos,523725695,48,21/01/2017,amortizing,monthly,B,defaulted
GreenLoc 2,500000.0,enerfip,7.0,Clos,793282591,24,28/02/2017,bullet,annual,,defaulted
JCD DIFFUSION,70000.0,lendopolis,8.8,Clos,441770013,48,19/01/2017,amortizing,monthly,B,defaulted
KONTROLL,30000.0,credit.fr,8.1,Clos,539750257,48,25/01/2017,amortizing,monthly,Dynamique,defaulted
ALARME CHEZ VOUS,70000.0,credit.fr,6.6,Clos,433761012,48,30/01/2017,amortizing,monthly,B+,defaulted
SHARP LINE TECHNOLOGY GROUP,100000.0,credit.fr,8.1,Clos,751732876,48,23/01/2017,amortizing,monthly,Dynamique,defaulted
MDSE - SME,97000.0,lendix,6.0,Clos,801673401,48,17/01/2017,amortizing,monthly,B,defaulted
FROID PROFESSIONNEL GRANDES CUISINES,31000.0,pretup,8.5,Clos,388737751,36,11/01/2017,amortizing,monthly,C,defaulted
Energie des Landes,50000.0,prexem,6.5,autre,524832334,36,13/01/2017,amortizing,monthly,B+,defaulted
Cap Manager,50000.0,bolden,7.7,Clos,451801450,36,19/01/2017,amortizing,monthly,C,defaulted
GreenLoc,150000.0,enerfip,7.0,Clos,793282591,24,13/01/2017,amortizing,monthly,,defaulted
Transport - Fos-sur-mer,125000.0,unilend,8.5,Clos,492925755,60,06/01/2017,amortizing,monthly,3,defaulted
LA MAINAZ HOTEL RESTAURANT & RESORT,150000.0,credit.fr,8.1,Clos,812135457,48,04/01/2017,amortizing,monthly,Dynamique,defaulted
VSM,40020.0,pretup,8.5,Clos,798027116,24,10/12/2016,amortizing,monthly,C,defaulted
Reprise fonds de commerce de sport automobile,100000.0,lesentrepreteurs,8.5,Clos,534406277,36,31/01/2017,amortizing,monthly,C,defaulted
T.L.R,104000.0,lendix,7.0,Clos,823794946,60,05/12/2016,amortizing,monthly,B,defaulted
ROCCO PIECES,87000.0,credit.fr,8.1,Clos,519838791,48,05/12/2016,amortizing,monthly,Dynamique,defaulted
ITW,10000.0,pretup,8.75,Clos,814696894,12,22/11/2016,amortizing,monthly,D,defaulted
Wall2Time,100000.0,gwenneg,5.2,Clos,505185009,48,28/02/2017,amortizing,monthly,,defaulted
AXE-7,25000.0,credit.fr,8.1,Clos,498918564,48,10/11/2016,amortizing,monthly,Dynamique,defaulted
Parcome,300000.0,investbook,8.0,Clos,338152770,48,21/10/2016,amortizing,monthly,,defaulted
M.P.V.V,103090.0,lendix,9.0,Clos,794720573,60,04/11/2016,amortizing,monthly,C,defaulted
ENVEL'IMPRIM,90000.0,credit.fr,8.1,Clos,400911780,48,15/11/2016,amortizing,monthly,Dynamique,defaulted
RetailIDF Ouest 2,295000.0,lendix,7.0,Clos,809615529,72,31/10/2016,amortizing,monthly,B,defaulted
FERNANDEZ RESEAUX,110000.0,credit.fr,8.1,Clos,484595780,48,04/11/2016,amortizing,monthly,Dynamique,defaulted
Reprise de l'entreprise BERNARD OGEREAU,100000.0,lesentrepreteurs,7.5,Clos,392301396,36,31/12/2016,amortizing,monthly,B,defaulted
ATIV',50020.0,pretup,8.5,Clos,522674159,18,20/10/2016,amortizing,monthly,C,defaulted
MADE IN NATURAL,60000.0,lendopolis,7.9,Clos,804138048,36,18/10/2016,amortizing,monthly,B,defaulted
G'ASTRONOMIE,27000.0,pretup,8.5,Clos,820400455,36,17/10/2016,amortizing,monthly,C,defaulted
PROXICHAUFF,100000.0,lendopolis,8.0,Clos,790083679,48,15/10/2016,amortizing,monthly,B,defaulted
ALL CAR,80000.0,credit.fr,7.5,Clos,534793237,36,18/10/2016,amortizing,monthly,Dynamique,defaulted
"Social P/A, l'application d'amplification sociale",100000.0,lesentrepreteurs,8.5,Clos,508319795,36,30/11/2016,amortizing,monthly,D,defaulted
DAOL HABITAT,70000.0,lendopolis,8.0,Clos,800020950,48,14/10/2016,amortizing,monthly,B,defaulted
CEA Auto 24,30000.0,bolden,7.5,Clos,794195214,24,03/11/2016,amortizing,monthly,C,defaulted
Novae Aerospace Industry,1500000.0,lendix,6.5,Clos,530866177,60,20/10/2016,amortizing,monthly,B,defaulted
100 POURCENTCOTON,45000.0,credit.fr,7.5,Clos,532586948,36,23/09/2016,amortizing,monthly,Dynamique,defaulted
MT-DEVELOPPEMENT,35000.0,pretup,7.75,Clos,790150213,36,19/09/2016,amortizing,monthly,B,defaulted
SUD CAFE 34,35000.0,pretup,8.5,Clos,450956529,36,19/09/2016,amortizing,monthly,C,defaulted
BETA EPSILON,100000.0,credit.fr,7.5,Clos,534406277,36,19/09/2016,amortizing,monthly,Dynamique,defaulted
DBTX,12000.0,pretup,8.5,Clos,800568503,24,20/08/2016,amortizing,monthly,C,defaulted
MEILLEURSVINSBIO.COM,30000.0,lendopolis,8.8,Clos,520987595,48,23/08/2016,amortizing,monthly,B,defaulted
ESOTERICA FRANCE SARL,35000.0,pretup,8.5,Clos,798033726,24,10/09/2016,amortizing,monthly,C,defaulted
MARKO,40000.0,lendopolis,9.7,Clos,509352167,60,19/08/2016,amortizing,monthly,B,defaulted
GIBON BRUNO,31000.0,lendopolis,8.8,Clos,479021727,48,10/08/2016,amortizing,monthly,B,defaulted
Boulangerie-pâtisserie du Château,280000.0,lendix,6.5,Clos,821867694,60,18/08/2016,amortizing,monthly,B,defaulted
Alain Roy,70000.0,credit.fr,8.7,Clos,411269145,60,01/09/2016,amortizing,monthly,Dynamique,defaulted
Orchid Création - Troisième prêt,400000.0,lendix,7.5,Clos,539482356,60,02/08/2016,amortizing,monthly,B,defaulted
SARL NANTES RESTAURATION FLAMMEKUECHE,50000.0,credit.fr,8.7,Clos,819037110,60,11/08/2016,amortizing,monthly,Dynamique,defaulted
LE MARCHE D'ALEXIA,25000.0,pretup,8.5,Clos,520059528,24,27/07/2016,amortizing,monthly,C,defaulted
STAN MENUISERIE,80000.0,credit.fr,8.1,Clos,523349199,48,11/08/2016,amortizing,monthly,Dynamique,defaulted
EURL DE VERGEZAC,11020.0,pretup,8.5,Clos,792730327,24,21/07/2016,amortizing,monthly,C,defaulted
Michel Bartes,55000.0,lendix,8.5,Clos,337927479,48,22/07/2016,amortizing,monthly,C,defaulted
Gaec des Deux Rives,25000.0,bolden,8.5,Clos,538032822,36,26/08/2016,amortizing,monthly,D,defaulted
Active Réseaux et Télécom,100000.0,lendix,9.0,Clos,518739404,60,24/07/2016,amortizing,monthly,C,defaulted
BREIZH CEREALES,45000.0,lendopolis,8.75,Clos,805013091,60,13/07/2016,amortizing,monthly,B,defaulted
Génie & Co,50000.0,prexem,7.6,autre,488118746,24,02/08/2016,amortizing,monthly,B,defaulted
Dutriaux Frères,25000.0,pretup,8.5,Clos,522048420,24,12/07/2016,amortizing,monthly,C,defaulted
F.G. Express,11000.0,unilend,4.1,Clos,420283772,36,09/07/2016,amortizing,monthly,3,defaulted
Diffox 2,70000.0,lendix,8.75,Clos,424499580,60,10/07/2016,amortizing,monthly,C,defaulted
100 POURCENTCOTON,50000.0,credit.fr,7.5,Clos,532586948,36,11/07/2016,amortizing,monthly,Dynamique,defaulted
Héraultaise d'Aménagement et Services,90000.0,unilend,7.5,Clos,331911701,48,09/07/2016,amortizing,monthly,3,defaulted
Entreprise Travaux Agricoles Publics,300000.0,lendix,6.5,Clos,311798607,60,03/07/2016,amortizing,monthly,B,defaulted
M.G. Editions 2,150000.0,lendix,6.0,Clos,383805876,60,30/06/2016,amortizing,monthly,B,defaulted
L'éco prêt,30000.0,prexem,8.2,autre,809043805,24,30/06/2016,amortizing,monthly,B,defaulted
Couleurs de Façade,120000.0,lendix,6.5,Clos,797400371,60,30/06/2016,amortizing,monthly,B,defaulted
Transports Midi-Pyrénées,30000.0,unilend,6.2,Clos,512268186,48,22/06/2016,amortizing,monthly,3,defaulted
NGA TRANSPORTS,8002.0,pretup,8.5,Clos,800606527,24,15/06/2016,amortizing,monthly,C,defaulted
Salon connecté,30000.0,prexem,6.5,autre,749842829,24,20/06/2016,amortizing,monthly,B+,defaulted
MT-DEVELOPPEMENT,26000.0,pretup,7.75,Clos,790150213,36,03/07/2016,amortizing,monthly,B,defaulted
La Storia da Ennio,35000.0,lendix,6.0,Clos,390282515,48,07/06/2016,amortizing,monthly,B,defaulted
LELONG,25000.0,pretup,8.5,Clos,389100132,36,03/07/2016,amortizing,monthly,C,defaulted
ATTILEGNO,17031.0,pretup,8.5,Clos,539671941,24,04/06/2016,amortizing,monthly,C,defaulted
PHYTO'AROMATICA FRANCE,40000.0,lendopolis,8.8,Clos,433320967,48,26/05/2016,amortizing,monthly,B,defaulted
Hôtel Le Villon,150000.0,lendix,5.95,Clos,819976580,60,29/05/2016,amortizing,monthly,B,defaulted
ELOY,21042.0,pretup,8.5,Clos,482472370,24,26/05/2016,amortizing,monthly,C,defaulted
RetailIDF Ouest,284000.0,lendix,6.5,Clos,809615529,60,30/05/2016,amortizing,monthly,B,defaulted
AERO3A,30000.0,lendopolis,7.25,Clos,490461092,36,11/05/2016,amortizing,monthly,B,defaulted
EXTRA LIGHTS,150000.0,lendopolis,8.8,Clos,493291496,48,27/05/2016,amortizing,monthly,B,defaulted
"HMG, société en création, holding patrimoniale des associés de la société CGF",70000.0,lendopolis,8.0,Clos,515180081,48,30/04/2016,amortizing,monthly,B,defaulted
FEBVAY FRANCE,100000.0,credit.fr,8.1,Clos,503201980,48,12/05/2016,amortizing,monthly,Dynamique,defaulted
RL and Partners,30000.0,unilend,5.7,Clos,511586430,24,28/04/2016,amortizing,monthly,3,defaulted
SARL CASA DI DELFO,70000.0,lendopolis,8.0,Clos,407707173,48,26/04/2016,amortizing,monthly,B,defaulted
S.I. WAFFLART,10000.0,pretup,8.5,Clos,524679503,24,26/04/2016,amortizing,monthly,C,defaulted
WEBEAUTY AND CO,40000.0,lendopolis,10.5,Clos,533271821,48,22/04/2016,amortizing,monthly,C,defaulted
LEPETITJOURNAL.COM,100000.0,credit.fr,8.7,Clos,453390148,60,20/05/2016,amortizing,monthly,Dynamique,defaulted
C C L,20000.0,bolden,7.0,Clos,510695976,24,21/05/2016,amortizing,monthly,B,defaulted
Europe Métal Concept,100000.0,unilend,6.1,Clos,437824741,24,18/04/2016,amortizing,monthly,4,defaulted
THE PARIS LIQUOR STORE,20000.0,finsquare,3.77,Clos,791518541,20,25/03/2016,amortizing,monthly,3.5,defaulted
M.G. Editions,45000.0,lendix,6.0,Clos,383805876,60,15/03/2016,amortizing,monthly,B,defaulted
EVOLIANCE,80000.0,credit.fr,8.1,Clos,511931172,48,04/04/2016,amortizing,monthly,Dynamique,defaulted
MARIAGE +,45000.0,lendopolis,7.25,Clos,538769464,36,10/03/2016,amortizing,monthly,B,defaulted
AXE-7,50000.0,credit.fr,8.1,Clos,498918564,48,29/03/2016,amortizing,monthly,Dynamique,defaulted
TAXI OUEST,11263.0,pretup,8.75,Clos,501845861,36,09/03/2016,amortizing,monthly,C,defaulted
Terre d'Opale,350000.0,lendix,8.5,Clos,750660797,60,29/02/2016,amortizing,monthly,C,defaulted
PROXICHAUFF,80000.0,lendopolis,7.25,Clos,790083679,36,25/02/2016,amortizing,monthly,B,defaulted
